position,x,y,z,timestamp
pos_a,0.94873046875,0.280029296875,0.0419921875,1491435285313
pos_a,0.95751953125,0.27099609375,0.0380859375,1491435285317
pos_a,0.95751953125,0.27099609375,0.0380859375,1491435285317
pos_a,0.94873046875,0.280029296875,0.0419921875,1491435285320
pos_a,0.94873046875,0.280029296875,0.0419921875,1491435285321
pos_a,0.95166015625,0.288818359375,0.04345703125,1491435285387
pos_a,0.95166015625,0.288818359375,0.04345703125,1491435285387
pos_a,0.95166015625,0.288818359375,0.04345703125,1491435285392
pos_a,0.95166015625,0.288818359375,0.04345703125,1491435285393
pos_a,0.955810546875,0.293212890625,0.046142578125,1491435285397
pos_a,0.955810546875,0.293212890625,0.046142578125,1491435285397
pos_a,0.955810546875,0.293212890625,0.046142578125,1491435285400
pos_a,0.955810546875,0.293212890625,0.046142578125,1491435285400
pos_a,0.9541015625,0.29443359375,0.0458984375,1491435285405
pos_a,0.9541015625,0.29443359375,0.0458984375,1491435285405
pos_a,0.9541015625,0.29443359375,0.0458984375,1491435285410
pos_a,0.9541015625,0.29443359375,0.0458984375,1491435285410
pos_a,0.864990234375,0.272216796875,0.028564453125,1491435285513
pos_a,0.864990234375,0.272216796875,0.028564453125,1491435285513
pos_a,0.8359375,0.285888671875,0.029541015625,1491435285524
pos_a,0.8359375,0.285888671875,0.029541015625,1491435285524
pos_a,0.8359375,0.285888671875,0.029541015625,1491435285528
pos_a,0.8359375,0.285888671875,0.029541015625,1491435285528
pos_a,0.850830078125,0.30224609375,0.038330078125,1491435285541
pos_a,0.850830078125,0.30224609375,0.038330078125,1491435285541
pos_a,0.850830078125,0.30224609375,0.038330078125,1491435285545
pos_a,0.850830078125,0.30224609375,0.038330078125,1491435285545
pos_a,0.866943359375,0.3056640625,0.04345703125,1491435285566
pos_a,0.866943359375,0.3056640625,0.04345703125,1491435285566
pos_a,0.866943359375,0.3056640625,0.04345703125,1491435285572
pos_a,0.866943359375,0.3056640625,0.04345703125,1491435285572
pos_a,0.896240234375,0.304931640625,0.056640625,1491435285579
pos_a,0.896240234375,0.304931640625,0.056640625,1491435285579
pos_a,0.896240234375,0.304931640625,0.056640625,1491435285586
pos_a,0.896240234375,0.304931640625,0.056640625,1491435285586
pos_a,0.923583984375,0.29248046875,0.061767578125,1491435285594
pos_a,0.923583984375,0.29248046875,0.061767578125,1491435285594
pos_a,0.923583984375,0.29248046875,0.061767578125,1491435285598
pos_a,0.923583984375,0.29248046875,0.061767578125,1491435285598
pos_a,0.931884765625,0.286865234375,0.06103515625,1491435285607
pos_a,0.931884765625,0.286865234375,0.06103515625,1491435285607
pos_a,0.931884765625,0.286865234375,0.06103515625,1491435285612
pos_a,0.931884765625,0.286865234375,0.06103515625,1491435285612
pos_a,0.94189453125,0.2734375,0.055419921875,1491435285627
pos_a,0.94189453125,0.2734375,0.055419921875,1491435285627
pos_a,0.94189453125,0.2734375,0.055419921875,1491435285631
pos_a,0.94189453125,0.2734375,0.055419921875,1491435285631
pos_a,0.96142578125,0.276123046875,0.0625,1491435285642
pos_a,0.96142578125,0.276123046875,0.0625,1491435285642
pos_a,0.96142578125,0.276123046875,0.0625,1491435285651
pos_a,0.96142578125,0.276123046875,0.0625,1491435285651
pos_a,0.96533203125,0.276123046875,0.14697265625,1491435285795
pos_a,0.96533203125,0.276123046875,0.14697265625,1491435285795
pos_a,0.96728515625,0.286865234375,0.132080078125,1491435285799
pos_a,0.96728515625,0.286865234375,0.132080078125,1491435285799
pos_a,0.96533203125,0.276123046875,0.14697265625,1491435285803
pos_a,0.96533203125,0.276123046875,0.14697265625,1491435285803
pos_a,0.9560546875,0.236572265625,0.168701171875,1491435285828
pos_a,0.9560546875,0.236572265625,0.168701171875,1491435285828
pos_a,0.9560546875,0.236572265625,0.168701171875,1491435285832
pos_a,0.9560546875,0.236572265625,0.168701171875,1491435285832
pos_a,0.954833984375,0.239501953125,0.173583984375,1491435285842
pos_a,0.954833984375,0.239501953125,0.173583984375,1491435285842
pos_a,0.955322265625,0.243408203125,0.1708984375,1491435285851
pos_a,0.955322265625,0.243408203125,0.1708984375,1491435285851
pos_a,0.954833984375,0.239501953125,0.173583984375,1491435285857
pos_a,0.954833984375,0.239501953125,0.173583984375,1491435285857
pos_a,0.955322265625,0.243408203125,0.1708984375,1491435285862
pos_a,0.955322265625,0.243408203125,0.1708984375,1491435285862
pos_a,0.94140625,0.242431640625,0.16650390625,1491435285873
pos_a,0.94140625,0.242431640625,0.16650390625,1491435285873
pos_a,0.94140625,0.242431640625,0.16650390625,1491435285880
pos_a,0.94140625,0.242431640625,0.16650390625,1491435285880
pos_a,0.90966796875,0.244873046875,0.158203125,1491435285887
pos_a,0.90966796875,0.244873046875,0.158203125,1491435285888
pos_a,0.90966796875,0.244873046875,0.158203125,1491435285894
pos_a,0.90966796875,0.244873046875,0.158203125,1491435285894
pos_a,0.892822265625,0.238037109375,0.155029296875,1491435285901
pos_a,0.892822265625,0.238037109375,0.155029296875,1491435285901
pos_a,0.892822265625,0.238037109375,0.155029296875,1491435285902
pos_a,0.892822265625,0.238037109375,0.155029296875,1491435285903
pos_a,0.8671875,0.21875,0.139892578125,1491435285919
pos_a,0.8671875,0.21875,0.139892578125,1491435285919
pos_a,0.8671875,0.21875,0.139892578125,1491435285921
pos_a,0.8671875,0.21875,0.139892578125,1491435285921
pos_a,0.87841796875,0.229248046875,0.121826171875,1491435285937
pos_a,0.87841796875,0.229248046875,0.121826171875,1491435285937
pos_a,0.903076171875,0.254638671875,0.12255859375,1491435285939
pos_a,0.903076171875,0.254638671875,0.12255859375,1491435285939
pos_a,0.87841796875,0.229248046875,0.121826171875,1491435285940
pos_a,0.87841796875,0.229248046875,0.121826171875,1491435285940
pos_a,0.903076171875,0.254638671875,0.12255859375,1491435285942
pos_a,0.903076171875,0.254638671875,0.12255859375,1491435285942
pos_a,0.97509765625,0.336181640625,0.1494140625,1491435285971
pos_a,0.97509765625,0.336181640625,0.1494140625,1491435285971
pos_a,0.97509765625,0.336181640625,0.1494140625,1491435285975
pos_a,0.97509765625,0.336181640625,0.1494140625,1491435285975
pos_a,1.029052734375,0.41943359375,0.163818359375,1491435285990
pos_a,1.029052734375,0.41943359375,0.163818359375,1491435285990
pos_a,1.024658203125,0.423095703125,0.15478515625,1491435285994
pos_a,1.024658203125,0.423095703125,0.15478515625,1491435285994
pos_a,1.029052734375,0.41943359375,0.163818359375,1491435285998
pos_a,0.899169921875,0.3701171875,0.1240234375,1491435286151
pos_a,0.883544921875,0.36279296875,0.105712890625,1491435286156
pos_a,0.883544921875,0.36279296875,0.105712890625,1491435286156
pos_a,0.899169921875,0.3701171875,0.1240234375,1491435286161
pos_a,0.899169921875,0.3701171875,0.1240234375,1491435286161
pos_a,0.9091796875,0.3525390625,0.14306640625,1491435286167
pos_a,0.9091796875,0.3525390625,0.14306640625,1491435286167
pos_a,0.9091796875,0.3525390625,0.14306640625,1491435286171
pos_a,0.9091796875,0.3525390625,0.14306640625,1491435286171
pos_a,0.966552734375,0.36376953125,0.1484375,1491435286192
pos_a,0.966552734375,0.36376953125,0.1484375,1491435286192
pos_a,0.998779296875,0.367431640625,0.14892578125,1491435286197
pos_a,0.998779296875,0.367431640625,0.14892578125,1491435286197
pos_a,0.966552734375,0.36376953125,0.1484375,1491435286201
pos_a,0.966552734375,0.36376953125,0.1484375,1491435286201
pos_a,0.998779296875,0.367431640625,0.14892578125,1491435286205
pos_a,0.998779296875,0.367431640625,0.14892578125,1491435286205
pos_a,1.0576171875,0.185791015625,0.0859375,1491435286350
pos_a,1.0576171875,0.185791015625,0.0859375,1491435286350
pos_a,1.1025390625,0.310302734375,0.074462890625,1491435286361
pos_a,1.1025390625,0.310302734375,0.074462890625,1491435286361
pos_a,1.1025390625,0.310302734375,0.074462890625,1491435286366
pos_a,1.1025390625,0.310302734375,0.074462890625,1491435286366
pos_a,1.064697265625,0.351806640625,0.052734375,1491435286374
pos_a,1.064697265625,0.351806640625,0.052734375,1491435286374
