position,x,y,z,timestamp
pos_a,-0.985595703125,-0.11865234375,0.118408203125,1491088621934
pos_a,-0.985595703125,-0.11865234375,0.118408203125,1491088621937
pos_a,-0.987060546875,-0.119873046875,0.1171875,1491088621952
pos_a,-0.987060546875,-0.119873046875,0.1171875,1491088621954
pos_a,-0.98681640625,-0.115966796875,0.12158203125,1491088621982
pos_a,-0.98681640625,-0.115966796875,0.12158203125,1491088621986
pos_a,-0.98388671875,-0.11474609375,0.12255859375,1491088621996
pos_a,-0.98388671875,-0.11474609375,0.12255859375,1491088621999
pos_a,-0.98974609375,-0.114501953125,0.117919921875,1491088622016
pos_a,-0.98974609375,-0.114501953125,0.117919921875,1491088622018
pos_a,-0.989013671875,-0.114990234375,0.117431640625,1491088622030
pos_a,-0.98681640625,-0.11474609375,0.118896484375,1491088622032
pos_a,-0.989013671875,-0.114990234375,0.117431640625,1491088622038
pos_a,-0.98681640625,-0.11474609375,0.118896484375,1491088622039
pos_a,-0.98583984375,-0.115478515625,0.11962890625,1491088622059
pos_a,-0.98583984375,-0.115478515625,0.11962890625,1491088622062
pos_a,-0.989501953125,-0.117431640625,0.115478515625,1491088622082
pos_a,-0.98779296875,-0.1162109375,0.12109375,1491088622244
pos_a,-0.987060546875,-0.11669921875,0.1201171875,1491088622246
pos_a,-0.98779296875,-0.1162109375,0.12109375,1491088622265
pos_a,-0.987060546875,-0.11669921875,0.1201171875,1491088622267
pos_a,-0.9853515625,-0.115234375,0.119140625,1491088622274
pos_a,-0.9853515625,-0.115234375,0.119140625,1491088622290
pos_a,-0.986328125,-0.1162109375,0.123291015625,1491088622292
pos_a,-0.987060546875,-0.1181640625,0.12109375,1491088622294
pos_a,-0.986328125,-0.1162109375,0.123291015625,1491088622298
pos_a,-0.987060546875,-0.1181640625,0.12109375,1491088622299
pos_a,-0.987548828125,-0.116455078125,0.1201171875,1491088622319
pos_a,-0.987548828125,-0.116455078125,0.1201171875,1491088622324
pos_a,-0.9873046875,-0.11669921875,0.1181640625,1491088622334
pos_a,-0.9873046875,-0.116455078125,0.1162109375,1491088622338
pos_a,-0.9873046875,-0.11669921875,0.1181640625,1491088622347
pos_a,-0.9873046875,-0.116455078125,0.1162109375,1491088622348
pos_a,-0.988525390625,-0.11572265625,0.116943359375,1491088622362
pos_a,-0.98583984375,-0.11376953125,0.119140625,1491088622515
pos_a,-0.98583984375,-0.11376953125,0.119140625,1491088622519
pos_a,-0.988525390625,-0.11767578125,0.11865234375,1491088622536
pos_a,-0.988037109375,-0.115966796875,0.11865234375,1491088622536
pos_a,-0.988525390625,-0.11767578125,0.11865234375,1491088622543
pos_a,-0.988037109375,-0.115966796875,0.11865234375,1491088622543
pos_a,-0.987060546875,-0.116455078125,0.116943359375,1491088622568
pos_a,-0.987060546875,-0.116455078125,0.116943359375,1491088622569
pos_a,-0.98828125,-0.117431640625,0.118896484375,1491088622577
pos_a,-0.98828125,-0.117431640625,0.118896484375,1491088622580
pos_a,-0.987548828125,-0.1181640625,0.117919921875,1491088622594
pos_a,-0.987548828125,-0.1181640625,0.117919921875,1491088622599
pos_a,-0.98583984375,-0.1162109375,0.118896484375,1491088622612
pos_a,-0.98583984375,-0.1162109375,0.118896484375,1491088622617
pos_a,-0.986083984375,-0.11572265625,0.12060546875,1491088622629
pos_a,-0.986083984375,-0.11572265625,0.12060546875,1491088622633
pos_a,-0.987060546875,-0.11669921875,0.119384765625,1491088622647
pos_a,-0.985595703125,-0.115234375,0.118408203125,1491088622796
